customer_id,customer_name,email,phone,signup_date_raw,tier,region
CUST00576,Suzanne Robinson,paul79@example.net,,26-Nov-2024,Silver,Northeast
CUST00577,Barry Henderson,stephanie91@example.org,711.630.7240x787,2024-09-25,Gold,Northeast
CUST00578,Heather Lewis,gshaw@example.com,6745510663,04/20/2025,Gold,Midwest
CUST00579,Kendra Snyder,drodriguez@example.net,313.310.0943,17-Jan-2025,Gold,West
CUST00580,Melissa Sullivan,ugarcia@example.net,973-623-5494x012,14-Mar-2026,Bronze,Northeast
CUST00581,Carolyn Maldonado,jacobyoder@example.org,,02-Jun-2026,Gold,Midwest
CUST00582,Jessica Smith,nicole20@example.net,(579)407-3710x094,2026-01-02,Platinum,Northeast
CUST00583,Ariel Lara,shaun58@example.com,+1-274-457-0545x89714,06/14/2026,Bronze,West
CUST00584,Mary Thomas,,903.496.5313x6148,10-Jan-2025,Silver,Midwest
CUST00585,Stacy Myers,rlandry@example.com,709.685.9167,09/19/2024,Platinum,Midwest
CUST00586,Timothy Thomas,alexandraroberts@example.net,+1-224-974-1407x03491,2025-02-08,Bronze,West
CUST00587,Matthew Smith,,325-648-8214x236,07-Dec-2024,Gold,Northeast
CUST00588,Henry Cain,ghenderson@example.com,,02-May-2026,Bronze,South
CUST00589,Carrie Graham,linda23@example.com,(968)434-4149,2025-04-01,Bronze,Northeast
CUST00590,Jessica Taylor,gbenson@example.net,,12/02/2025,Bronze,Midwest
CUST00591,Jeffrey Fisher,jmurray@example.org,001-661-229-4398x52989,02-Jan-2026,Gold,West
CUST00592,Jamie Smith,fcombs@example.org,,2025-01-13,Silver,West
CUST00593,Mrs. Linda Short,dvaughn@example.org,001-698-203-8287x2324,02/08/2026,Silver,Midwest
CUST00594,Christina Jones,cassandramartinez@example.org,331.670.8760,04/21/2025,Gold,West
CUST00595,Dr. Sarah Payne,nvillarreal@example.org,(320)922-3288x37744,03/25/2025,Bronze,Midwest
CUST00596,James Marsh,bbutler@example.org,2479196094,01-Aug-2024,Bronze,Northeast
CUST00597,Tonya Mcdonald,khill@example.com,483.658.6812x25957,01/24/2026,Bronze,South
CUST00598,Tammy Jones,ebennett@example.net,+1-329-288-4259x95996,07/22/2024,Bronze,Northeast
CUST00599,Crystal Ortega,evilla@example.com,001-933-712-6610x94101,09/16/2025,Gold,Northeast
CUST00600,Tammy Morris,ogray@example.net,+1-433-847-7433,2026-02-14,Bronze,Midwest
CUST00601,Cheryl Perkins,harrislisa@example.org,(969)781-5287x339,2025-03-17,Silver,South
CUST00602,Sarah Solis,ypatterson@example.org,001-212-784-1173,07/17/2024,Gold,Midwest
CUST00603,Donna Clayton,ewarner@example.org,,2026-06-06,Bronze,Northeast
CUST00604,Kenneth Castaneda,reginald08@example.net,597-740-0564,2026-04-09,Bronze,West
CUST00605,Dan Montoya,sandra03@example.com,399-905-1699,22-May-2026,Bronze,South
CUST00606,Andrew Johnson,debrareynolds@example.com,,2026-01-21,Bronze,West
CUST00607,Crystal Velazquez,ayalalisa@example.net,,09/17/2025,Bronze,West
CUST00608,Michael Smith,xwilliams@example.com,001-526-768-2171x955,05/15/2025,Gold,West
CUST00609,David Chapman,robertgoodwin@example.net,001-400-630-1027,08/01/2024,Bronze,Midwest
CUST00610,Matthew Sanchez,david67@example.net,911-648-3753,05/18/2026,Gold,Northeast
CUST00611,Eileen Valdez,luis88@example.org,5566974132,23-Dec-2025,Bronze,West
CUST00612,Jaime Velasquez,barryyoung@example.com,+1-671-807-0449x6410,2025-06-27,Bronze,Midwest
CUST00613,Janice Williams,nicolaskeller@example.net,5402850954,06-Mar-2025,Bronze,Northeast
CUST00614,Jessica Patterson,aguirreangela@example.net,+1-248-676-9984x26732,02/03/2026,Bronze,West
CUST00615,Angela Wright,matthew60@example.net,954-949-0149x542,07/13/2024,Bronze,Midwest
CUST00616,Andrew Howard,,+1-483-660-9149x8517,2026-01-10,Gold,South
CUST00617,Sean Martinez,dylanwilliamson@example.org,510.228.7950,25-May-2026,Bronze,Midwest
CUST00618,Vanessa Smith DVM,amber09@example.org,,12-Mar-2025,Bronze,Northeast
CUST00619,Jeremy Dixon,jameshudson@example.net,(216)442-0595x56574,26-Mar-2025,Gold,West
CUST00620,Chris Garza,lynchlindsey@example.net,001-589-853-6902x611,2025-07-28,Bronze,South
CUST00621,Shawn Yates,hhopkins@example.com,943-894-3535x37513,21-Mar-2025,Bronze,South
CUST00622,Jonathan Melendez,cjacobs@example.com,692.683.6929,07-Mar-2025,Gold,West
CUST00623,Jason Wagner,barbarachen@example.org,(370)421-6487,2026-03-26,Bronze,Midwest
CUST00624,Allison Jackson,andersonmichelle@example.com,,04/21/2026,Bronze,Midwest
CUST00625,James Hawkins,david59@example.net,+1-410-315-7676x472,2024-10-19,Gold,South
CUST00626,Kevin Craig,cgray@example.org,,06-Jul-2025,Gold,Northeast
CUST00627,Theresa Davis,trevor09@example.net,698.764.5652x20368,2024-09-11,Bronze,West
CUST00628,Bryan Hill,kwalker@example.com,291-534-2138x820,07/05/2024,Bronze,Midwest
CUST00629,Allison Harris,hdennis@example.org,741.317.6741x241,25-Dec-2025,Platinum,South
CUST00630,Benjamin Moore,joshua81@example.net,001-450-861-8538x003,28-Mar-2026,Gold,South
CUST00631,Craig Harrison,ucervantes@example.com,423-218-3061x7893,2025-05-01,Bronze,South
CUST00632,James Silva,todd24@example.org,877-969-5874x1314,23-Feb-2025,Gold,West
CUST00633,Audrey Marshall,donna56@example.net,(577)896-3044,14-Aug-2024,Bronze,South
CUST00634,Deborah Stewart,blamb@example.com,404-573-5047x639,2026-01-20,Silver,Northeast
CUST00635,Walter Bishop,cassidysmith@example.net,,16-Jul-2024,Bronze,South
CUST00636,Richard Cook,katie81@example.net,5836583286,2026-02-05,Gold,South
CUST00637,Erin Lewis,shelbyjohnson@example.org,001-681-386-7024x40330,2026-02-13,Silver,South
CUST00638,James Cardenas,michelle11@example.net,,2025-12-09,Bronze,West
CUST00639,Jennifer Smith,codychapman@example.com,994.556.8044,09/11/2024,Bronze,West
CUST00640,Laura Bennett,adavis@example.net,374-988-3607x658,12/11/2024,Silver,Midwest
CUST00641,Jennifer Hall,thomas14@example.com,,2024-10-13,Bronze,South
CUST00642,Angela Hoffman,michelleburns@example.org,,08/31/2024,Bronze,West
CUST00643,Ryan Mills,briansnyder@example.com,,2025-02-13,Bronze,West
CUST00644,Chris Morris,rsavage@example.net,987.387.5357,03-May-2026,Bronze,West
CUST00645,Billy Martinez,martinkaitlin@example.org,,2024-11-21,Platinum,West
CUST00646,Ashley Mcclure,zjackson@example.net,728.466.0416x4485,12-Oct-2024,Silver,South
CUST00647,Christine Mendez,april47@example.com,,12/01/2024,Silver,West
CUST00648,Paul Ferrell,frankespinoza@example.com,5565227104,11/18/2025,Bronze,West
CUST00649,Erin Brown,ewheeler@example.com,,2025-10-07,Silver,Northeast
CUST00650,Haley Smith,joshuahoover@example.com,,08/31/2025,Bronze,South
CUST00651,Marcus Powell,ann31@example.net,(813)742-4912,2025-08-24,Bronze,West
CUST00652,Lisa Levy,aclark@example.org,319.222.2705,10/08/2024,Bronze,South
CUST00653,Jessica Ruiz,vincent13@example.net,(666)475-4858x1932,2026-03-05,Bronze,Northeast
CUST00654,Katherine Mccormick,grantryan@example.com,(505)875-6398,30-Mar-2025,Bronze,Midwest
CUST00655,Whitney Gonzalez,alicia09@example.com,615-248-0940x47604,08-Jun-2026,Bronze,West
CUST00656,Sharon Pennington,ehenry@example.net,+1-281-905-0922x2161,10/08/2025,Bronze,Northeast
CUST00657,Brent Stephens,dianamclaughlin@example.com,+1-652-395-8066x01382,03-Nov-2024,Silver,Midwest
CUST00658,Lee Barker,vthompson@example.org,348-451-5791x9711,2025-12-14,Gold,Midwest
CUST00659,Kevin Sheppard,kristinarobinson@example.com,413.743.2406x424,2025-04-28,Bronze,Northeast
CUST00660,Denise Gonzalez,jordan74@example.org,559.855.8720x9628,10-Mar-2025,Bronze,South
CUST00661,Rebecca Clark,christopher34@example.org,840.218.2727x955,2025-02-21,Bronze,West
CUST00662,Ian Santana,robertcook@example.net,925-942-7820,06-Sep-2025,Bronze,Northeast
CUST00663,Monica Wells,johnnybrooks@example.com,264.403.8166x4969,09-Jul-2025,Silver,Northeast
CUST00664,Stacie Sanford,stephaniebradley@example.org,,03-Oct-2024,Silver,Northeast
CUST00665,Tyler Waller,laura25@example.com,(827)302-3244x1233,2025-12-10,Silver,South
CUST00666,Justin Rowe,woodsmelvin@example.com,+1-463-776-7316,08-Jan-2026,Bronze,West
CUST00667,Raymond Villanueva,,+1-769-768-1579x03923,2025-03-05,Silver,West
CUST00668,Lisa Walton,,332-773-0346,04/06/2025,Silver,Northeast
CUST00669,Chris Collins,ajohnson@example.org,(268)417-1516,02/18/2025,Bronze,South
CUST00670,Janet Gibson,qvaldez@example.com,(304)464-1978x57585,15-Jun-2026,Silver,Midwest
CUST00671,Janet Leonard,adamvaughan@example.net,001-643-289-7607,09/27/2024,Silver,South
CUST00672,Jacob Small DDS,ronald40@example.net,724-256-0754x091,23-Jul-2025,Bronze,West
CUST00673,Christopher Nichols,jessicaschultz@example.com,257-493-8970x155,18-Sep-2025,Bronze,South
CUST00674,Robin Garcia,morgandana@example.com,(560)224-1613x94498,2025-03-30,Bronze,West
CUST00675,Philip Kim,joshuapowers@example.net,(724)340-6306x2447,09-Dec-2024,Bronze,Midwest
CUST00676,Frederick Brown,jessica97@example.net,(995)986-7805x55572,2024-12-01,Bronze,West
CUST00677,Megan Scott,guerreroashley@example.org,+1-278-451-3854x4577,2025-09-29,Bronze,West
CUST00678,Guy Reynolds,potterjustin@example.net,636.482.6911x6331,2026-03-23,Silver,Midwest
CUST00679,Victoria Werner,nbell@example.com,+1-945-951-5888x636,2025-01-25,Platinum,West
CUST00680,Brooke Marks,iroberts@example.com,001-372-816-9666x30932,2026-05-21,Gold,South
CUST00681,David Hudson,xcohen@example.org,001-796-488-3275x3273,01/30/2025,Bronze,Northeast
CUST00682,Christine Murray,gabrielawallace@example.org,(378)219-5237,2025-12-28,Gold,Midwest
CUST00683,Jennifer Meyer,eatkins@example.com,781-898-0770x460,12/05/2025,Silver,Northeast
CUST00684,Marie Patterson,garciamelanie@example.net,,2026-01-01,Silver,Northeast
CUST00685,Christopher Gutierrez,donald37@example.org,915-617-7345x475,08/19/2025,Silver,South
CUST00686,Pam Hernandez,anthony59@example.com,001-644-829-4774x222,01/04/2025,Bronze,Midwest
CUST00687,Samuel Aguilar,breannagreen@example.net,986.479.2529x85856,27-Mar-2026,Bronze,Northeast
CUST00688,Mr. James Barnett,,353-543-3249,03/17/2025,Silver,South
CUST00689,Thomas Escobar,judithcox@example.org,,2025-04-17,Bronze,South
CUST00690,Gary Jones,wallerbrian@example.net,333.542.3372x09484,12/17/2025,Silver,South
CUST00691,Susan Anderson,bruce33@example.net,001-997-571-8051x37171,2024-09-11,Gold,West
CUST00692,Linda Evans,perkinsmichelle@example.org,001-773-999-7046x9472,10-Jul-2025,Bronze,West
CUST00693,Elizabeth Camacho,matthewbyrd@example.net,871-627-0587x7221,09/07/2024,Bronze,Northeast
CUST00694,Grace Mcdaniel,jamesrodriguez@example.org,548.445.8714,2025-02-22,Bronze,Midwest
CUST00695,James Jackson,chelseamoore@example.net,796.943.4745x2455,02/10/2025,Gold,South
CUST00696,Pamela Smith,abrown@example.com,+1-827-740-3344x5056,11-Aug-2025,Gold,Midwest
CUST00697,Rebecca Williamson,ggates@example.org,525.679.7067,20-Jun-2026,Bronze,Midwest
CUST00698,Amy Brown,joshua57@example.com,672-515-6229,14-Aug-2025,Bronze,South
CUST00699,Garrett Payne,angela40@example.org,001-615-657-3257x37553,09/14/2025,Silver,South
CUST00700,Brenda May,ffoster@example.org,708.350.9608x58749,12/18/2025,Gold,West
CUST00701,Valerie Norman,laurenmathis@example.org,001-479-731-6477,23-Aug-2024,Gold,Northeast
CUST00702,Gina Rose,zpreston@example.net,709-960-0356x2439,2025-10-20,Gold,West
CUST00703,Roberto Schaefer,jacobhernandez@example.com,(310)789-0285,2026-03-27,Bronze,Midwest
CUST00704,Mary Harris,rogernelson@example.org,001-850-527-1607x36077,11/27/2024,Bronze,Midwest
CUST00705,Robert Davis,williamlane@example.net,523-517-9556,19-Jun-2026,Platinum,South
CUST00706,Heather Scott,duffyallen@example.com,,02/06/2026,Bronze,Midwest
CUST00707,Scott Gomez,mary64@example.org,001-216-470-4502x329,2025-07-14,Bronze,West
CUST00708,John Williams,michelleguerrero@example.com,+1-262-962-2822x512,11/26/2024,Bronze,Northeast
CUST00709,Jake Skinner,anthony05@example.org,702.560.8698x2210,2024-09-06,Gold,Midwest
CUST00710,Ashley Alvarez DVM,,,17-Mar-2026,Bronze,South
CUST00711,Brandy Morrison,collinsterrance@example.com,,02-Oct-2024,Silver,Midwest
CUST00712,Holly Austin,woodskaitlyn@example.net,,11/21/2024,Bronze,South
CUST00713,Carlos Dunlap,donnapaul@example.net,(649)413-3424x5798,2025-02-25,Bronze,West
CUST00714,Charles Doyle,adkinslauren@example.net,7322020326,08/22/2025,Bronze,Midwest
CUST00715,Mr. Mark Montoya,nhayes@example.com,,26-Sep-2025,Bronze,Midwest
CUST00716,Autumn Ramirez,matthew24@example.com,387.515.8415x6082,2026-06-11,Bronze,South
CUST00717,Barbara Marquez,morganparker@example.com,+1-218-526-8323,17-Dec-2025,Platinum,Northeast
CUST00718,Kyle Hernandez,mcbridemichael@example.org,,18-Nov-2025,Bronze,West
CUST00719,Carol Moore DDS,meganpotter@example.org,+1-896-934-0646,06/07/2025,Silver,Midwest
CUST00720,Todd Smith,jeanette43@example.net,+1-891-806-2272x362,09/05/2025,Bronze,Northeast
CUST00721,Gregory Perez,donald61@example.net,001-392-937-2450x1848,17-Dec-2024,Silver,West
CUST00722,Rodney Weaver,whernandez@example.net,,06-Mar-2025,Silver,South
CUST00723,William James,daniel76@example.net,,2024-10-31,Silver,South
CUST00724,Sharon Freeman,jeffrey11@example.net,+1-795-837-6601x444,10/30/2025,Silver,South
CUST00725,Howard Smith,fsanchez@example.org,001-864-217-8996,2025-09-12,Silver,West
CUST00726,Rebecca Finley,wilsonkathryn@example.com,,27-Aug-2025,Bronze,Northeast
CUST00727,Lindsey Ochoa,reedkristin@example.com,001-280-766-0392,2024-09-11,Gold,Northeast
CUST00728,Rebecca Daniel,michael55@example.org,,01/18/2025,Silver,West
CUST00729,Erika Lyons,kayla23@example.net,001-685-365-2715x59835,04/28/2026,Bronze,Midwest
CUST00730,Jared Howell,katherineharris@example.net,655.475.2250x1394,04/17/2025,Gold,South
CUST00731,Christina Davis,jphelps@example.net,,2025-03-05,Bronze,Midwest
CUST00732,Casey Cruz,christina15@example.org,903.582.4073x333,10/14/2024,Gold,South
CUST00733,Vincent Mathews,amassey@example.net,,08/06/2025,Bronze,West
CUST00734,Jennifer Abbott,yburton@example.net,754-565-5358x512,01/31/2026,Silver,West
CUST00735,Anne Lowery,gnichols@example.net,958.937.4907,2025-09-04,Bronze,Northeast
CUST00736,Zachary Johnson,dhansen@example.com,821.551.4940x9762,2025-10-26,Bronze,West
CUST00737,Michael Torres,ashleyliu@example.com,(389)350-9059,2025-09-21,Silver,South
CUST00738,Monica Oconnor,tinaayala@example.org,(807)815-1169,04-Apr-2025,Platinum,Midwest
CUST00739,Ryan White,michael64@example.com,924-363-3515,07/17/2025,Bronze,Northeast
CUST00740,Larry Hendrix,flemingcody@example.org,900.456.4099x51239,26-Jul-2025,Gold,Midwest
CUST00741,Anne Vega,carolberry@example.com,001-328-727-0908x144,11/10/2025,Silver,Northeast
CUST00742,Carol Garcia,carrieosborn@example.com,986.571.8153x523,01/30/2026,Bronze,West
CUST00743,Anthony Haas,qcochran@example.net,001-691-781-5899x88683,07-Oct-2024,Bronze,Midwest
CUST00744,Eileen Sims,fgraham@example.com,9716587964,01/13/2026,Gold,Northeast
CUST00745,Kelsey Williams,parkerbriana@example.net,+1-525-708-0046,06/03/2026,Platinum,Northeast
CUST00746,Roger Russo,williammaldonado@example.org,517.223.5137,08/02/2024,Bronze,Midwest
CUST00747,Steven Wilson,adam35@example.org,(635)560-2293x9469,17-May-2026,Bronze,West
CUST00748,Susan Ortiz,perryrobert@example.com,,03/07/2026,Silver,Northeast
CUST00749,Richard King,simsrandall@example.net,001-672-831-1127x12852,24-Jan-2025,Silver,Northeast
CUST00750,Scott Green,fosternicole@example.org,387-332-8077,14-Dec-2024,Bronze,Midwest
CUST00751,Cathy Farmer,allenchristina@example.com,001-727-690-8335x0902,05/04/2026,Bronze,Northeast
CUST00752,Curtis Schneider,sjames@example.net,532-635-7071,08/10/2025,Silver,West
CUST00753,Victor Brown,ortizamanda@example.net,001-825-350-2130x6090,03/17/2026,Bronze,Midwest
CUST00754,Amanda Gardner,,9796649673,09-Mar-2025,Platinum,South
CUST00755,Jordan Calhoun MD,jeffrey42@example.com,825-406-4207x683,2026-03-05,Bronze,Midwest
CUST00756,Tom Fisher,cmurray@example.com,(575)755-6283x3339,18-Apr-2026,Silver,Northeast
CUST00757,Pamela Russell,jason27@example.org,+1-474-896-0335,2026-05-15,Gold,West
CUST00758,Tony Johnson,paulestrada@example.com,001-792-269-3265x7327,2025-11-05,Silver,Northeast
CUST00759,Angelica Smith,riverachristopher@example.com,,25-Nov-2024,Gold,Northeast
CUST00760,Daniel Pittman,cindy59@example.com,852.444.1822x2618,14-Aug-2025,Silver,Midwest
CUST00761,Melissa Campbell,theresabeck@example.org,,24-Apr-2026,Bronze,West
CUST00762,Andrew Beard,kgray@example.org,001-757-799-2707,21-Jun-2026,Silver,Midwest
CUST00763,Andrea Taylor,erica21@example.net,854.415.9709,2025-03-24,Bronze,South
CUST00764,Jose Hendrix,burnsrebecca@example.org,+1-234-447-6504x7158,28-Mar-2026,Gold,Midwest
CUST00765,Alexandra Berry,oscar76@example.com,4467558665,12/07/2025,Bronze,Midwest
CUST00766,Katherine Adams,fsellers@example.net,381-302-1312x51293,08-Jul-2024,Silver,South
CUST00767,Robert Berg,mooreconnie@example.com,+1-851-591-0231x2110,01-Dec-2024,Bronze,Midwest
CUST00768,Jasmine Garrett,thomasgonzalez@example.com,+1-527-649-0728x012,10/13/2024,Gold,Midwest
CUST00769,Valerie Graves,lopezmelinda@example.org,(869)649-6843,2026-02-22,Silver,South
CUST00770,Kerry Pena,juan21@example.org,375-709-6170,02-Sep-2025,Bronze,West
CUST00771,Heather Becker,carrolljessica@example.com,457.257.4758x339,16-Nov-2025,Bronze,West
CUST00772,Spencer Nguyen,dford@example.com,(826)760-2562,2024-07-11,Bronze,Northeast
CUST00773,Mary Thompson,jaysmith@example.com,(645)530-7624,2024-11-16,Platinum,South
CUST00774,Kathryn Graham,tonywade@example.com,,06/01/2026,Bronze,Northeast
CUST00775,Frank Woods,donald87@example.org,(670)742-5496x91928,11-Dec-2025,Gold,Midwest
CUST00776,Sharon Wood,cbrown@example.com,(733)553-5748x59532,2025-11-29,Silver,South
CUST00777,Robin Wright,uzamora@example.net,,04/04/2026,Bronze,South
CUST00778,Charles Morris,uford@example.com,,18-Aug-2024,Bronze,West
CUST00779,Corey Carrillo,michaelstrickland@example.com,630.755.9782,19-Jun-2025,Silver,South
CUST00780,Stephen Gonzalez,susanharper@example.org,403-688-4366x0443,19-Jul-2024,Bronze,Midwest
CUST00781,Pamela Miller,jparsons@example.com,+1-968-629-7514x7439,27-Oct-2024,Bronze,Midwest
CUST00782,Tyler Martinez,angela52@example.com,,2026-02-27,Bronze,South
CUST00783,Alexander Hamilton,randall59@example.org,+1-445-399-0802x7112,07/17/2025,Bronze,West
CUST00784,Cynthia Fischer,matthew65@example.org,368.608.6628x1372,2024-12-13,Gold,Northeast
CUST00785,Michael Johnson,timothywilliams@example.org,(628)955-6608,18-Jul-2024,Bronze,South
CUST00786,Jennifer Jones,brittanyclark@example.net,605.619.5826x3280,10-Aug-2025,Bronze,Midwest
CUST00787,Caitlin Harris,matthew54@example.com,447-307-9863,2024-07-31,Bronze,West
CUST00788,Natalie Sawyer,kathleenfitzgerald@example.com,001-239-645-7039x438,2024-07-10,Silver,South
CUST00789,Shannon Clark,dcortez@example.com,+1-227-278-9431x910,17-Mar-2026,Silver,Northeast
CUST00790,Tara Turner,kdaniel@example.org,2536365146,2026-01-13,Gold,Midwest
CUST00791,Elizabeth Baker,davidfields@example.net,6726011379,07/17/2024,Bronze,Northeast
CUST00792,Amy Holt,camerongregory@example.org,3766762090,11/30/2025,Bronze,South
CUST00793,Christina Adams,sylvia33@example.net,700.996.8730x451,02/19/2026,Bronze,Midwest
CUST00794,Jacqueline Winters,malikfowler@example.com,,2024-11-04,Bronze,Northeast
CUST00795,John Reed,dylan78@example.com,(261)794-2557x782,05-Jul-2025,Silver,West
CUST00796,Lori George,melissaberry@example.org,001-661-461-8808x190,22-Dec-2025,Gold,West
CUST00797,Rachel Burns,jessica58@example.com,963.495.6137x23081,29-Apr-2026,Silver,Northeast
CUST00798,Elizabeth Campos,marcia81@example.org,6009413211,2026-05-25,Bronze,Midwest
CUST00799,Hunter Powell,matthew53@example.com,(999)879-9070x75504,31-Dec-2025,Gold,South
CUST00800,Jenny Matthews,stacy70@example.com,3719748113,04/03/2025,Bronze,Northeast
CUST00801,Larry Harrison,kyle73@example.net,,2025-04-26,Silver,Northeast
CUST00802,Carl Huffman,wallssean@example.net,(374)996-8049,04-Nov-2024,Gold,South
CUST00803,Scott Williams,ronald21@example.org,,17-Jun-2025,Bronze,Northeast
CUST00804,James Garner,kelseywilliams@example.org,459.473.7112,12/22/2025,Bronze,Northeast
CUST00805,Kristine Kim,laura60@example.net,658.716.7046x86111,2025-06-12,Silver,South
CUST00806,Dana Reilly,davidmartin@example.net,,14-Nov-2024,Gold,South
CUST00807,Matthew Gardner,timothy29@example.com,,23-Sep-2024,Bronze,Northeast
CUST00808,Dale Evans,,001-660-450-8018x4980,18-Feb-2025,Silver,Northeast
CUST00809,John Lewis,nmendoza@example.org,(368)981-2282,10-Jul-2025,Bronze,West
CUST00810,Ms. Danielle Molina,sharon46@example.org,001-860-456-0356x79327,2024-12-23,Bronze,Midwest
CUST00811,Kathleen Jones,butleranna@example.net,001-920-954-6475x48954,2025-04-08,Bronze,Northeast
CUST00812,Melissa Dominguez,taylordavis@example.com,588-591-4444x98355,12-Mar-2025,Bronze,Northeast
CUST00813,Roger Holmes,mramirez@example.com,,2025-11-01,Bronze,West
CUST00814,Louis Buchanan,james58@example.net,737-598-2143x39527,12-Apr-2025,Silver,Northeast
CUST00815,Tara Stevens,dustin91@example.com,,2024-09-29,Bronze,West
CUST00816,Juan Long,lopezsarah@example.com,389.948.9634x067,15-May-2025,Silver,South
CUST00817,Charles Martinez,williamschad@example.org,+1-284-221-6309,2024-09-20,Bronze,Midwest
CUST00818,Michelle Mitchell,jerrymontgomery@example.net,001-248-453-2089x53263,05-Sep-2024,Bronze,South
CUST00819,Veronica Nelson,pmartinez@example.com,237.592.2341,11/02/2025,Bronze,South
CUST00820,Scott Atkinson,glewis@example.org,(777)726-9608x43768,2024-07-16,Bronze,Northeast
CUST00821,Jasmine Ramos,nathanwarner@example.net,001-562-863-3556x434,2025-09-11,Gold,Midwest
CUST00822,Alexander Mcconnell,debbiebrown@example.net,9698556076,2024-09-04,Silver,Northeast
CUST00823,Darryl Richardson,timothy23@example.net,+1-289-683-0650x3121,27-Aug-2024,Silver,Midwest
CUST00824,Jody Carter,lramirez@example.org,(842)481-3190x92487,20-Dec-2024,Gold,West
CUST00825,Christie Marquez,mejiajoseph@example.org,,07/25/2025,Bronze,South
CUST00826,Kristen Wood,ericfrederick@example.org,8524480880,2024-10-30,Bronze,Northeast
CUST00827,Ryan Allen,audrey47@example.org,921.932.9016x204,06-Nov-2025,Silver,Midwest
CUST00828,Joshua Powell,hhayden@example.com,+1-396-748-6287x203,06-Mar-2026,Silver,Midwest
CUST00829,Tanner Reyes,nathaniel57@example.org,001-903-662-7924x63203,06/20/2025,Bronze,West
CUST00830,John Khan,danderson@example.org,(314)650-5766,2025-03-16,Bronze,Midwest
CUST00831,Karen Villa,vjones@example.org,782-201-2840x0838,05/23/2025,Bronze,West
CUST00832,Louis Reed,justin08@example.net,,28-Sep-2024,Bronze,South
CUST00833,John Gallagher,estradaamy@example.net,001-481-526-5742,06-Sep-2024,Silver,West
CUST00834,James Williams,alexander23@example.com,001-236-326-8943,28-Oct-2024,Gold,Northeast
CUST00835,Nicholas Buchanan,taylorzavala@example.net,711.475.9574x9885,2025-10-30,Silver,South
CUST00836,Leah Fleming,jeremyjohnson@example.com,558-547-6094x412,04/04/2026,Gold,Northeast
CUST00837,Taylor Howe,robert66@example.net,,2025-02-27,Bronze,South
CUST00838,Christopher Olson,hamptonsara@example.org,(866)526-7055x14377,04/22/2025,Silver,Northeast
CUST00839,Donna Bishop,matthewharper@example.net,(211)911-0286x7120,11/07/2024,Silver,West
CUST00840,William Richardson,elizabeth10@example.org,351-609-1090x3267,06-Sep-2025,Bronze,West
CUST00841,Kelly Decker,,,24-Jan-2025,Silver,Midwest
CUST00842,Larry Green,crawfordjeffrey@example.com,,24-Jul-2024,Bronze,Midwest
CUST00843,Mary Neal,ghoward@example.com,266-334-5337x2201,10/16/2024,Silver,Northeast
CUST00844,Mrs. Miranda Campbell MD,beth76@example.com,889-543-7052,03/09/2025,Gold,Midwest
CUST00845,Ryan Lara,flopez@example.com,+1-365-972-5659x20246,03/31/2026,Bronze,West
CUST00846,Andrew Taylor,mkrueger@example.net,(260)305-5955,2025-06-17,Silver,South
CUST00847,Kathryn Clark,erin84@example.net,(989)299-3607x9848,01/24/2025,Silver,Northeast
CUST00848,Kevin Hanna,wellsnatalie@example.com,+1-693-859-3744x039,2025-01-10,Bronze,West
CUST00849,Amanda Crane,aallen@example.com,2149886084,2026-06-21,Bronze,Northeast
CUST00850,Matthew Roberts,wyattsara@example.com,+1-552-983-0615,2024-07-16,Bronze,Midwest
CUST00851,Paul Scott,emily62@example.com,325.414.4881,2026-03-29,Gold,West
CUST00852,April Allen,tammy17@example.com,388-778-1794,2026-01-27,Silver,West
CUST00853,James Lopez,jessica91@example.org,(225)728-8375,03/15/2026,Bronze,Northeast
CUST00854,Jessica Aguirre,mlewis@example.net,+1-279-913-7876x5530,2024-11-15,Gold,Northeast
CUST00855,Alicia Beck,deborah60@example.com,712.319.8819x277,09/29/2025,Bronze,Northeast
CUST00856,Russell Stewart,amanda64@example.org,804-324-6245,11-Jun-2026,Silver,Northeast
CUST00857,Jonathan Rodgers,sjohnson@example.com,(312)689-9151,01/11/2026,Bronze,Northeast
CUST00858,Caleb Ray,halljoshua@example.net,001-381-789-8484x16046,01/13/2025,Bronze,West
CUST00859,Benjamin Rush,rodriguezthomas@example.com,(468)314-2983x152,03-Oct-2025,Bronze,Midwest
CUST00860,Daniel Erickson,joannshort@example.net,836.508.4937x83063,02/22/2026,Bronze,West
CUST00861,Chad Beltran,sbartlett@example.com,891.564.9701,12/27/2025,Silver,West
CUST00862,Laura Olsen,coffeyjohn@example.net,3332016234,19-Oct-2025,Bronze,Midwest
CUST00863,Sandra Smith,petersonsergio@example.org,001-715-556-6847x3236,2026-03-27,Bronze,West
CUST00864,Mary Burns,samuel40@example.com,620.607.8436x142,07-Nov-2024,Silver,Northeast
CUST00865,Kara Farmer,willismichael@example.net,573.947.6427,2026-04-21,Gold,Midwest
CUST00866,David Tucker,valeriearnold@example.net,(614)858-4148,2024-07-15,Bronze,Midwest
CUST00867,Stacey Allen,johnny38@example.net,001-882-778-0205,02-Jul-2024,Bronze,West
CUST00868,Brian Torres,zking@example.com,001-936-599-9516,10-Apr-2026,Platinum,Northeast
CUST00869,Scott Kelly,amandasnyder@example.com,+1-501-919-2360,27-Apr-2025,Bronze,Northeast
